def(__BORLANDC__),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
!def(PROTO),
!def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
True,
def(JUMPLIST_ROTATE),
def(DEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
