def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(PROTO),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
!def(PROTO),
def(FEAT_BEVAL),
!def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(FEAT_RIGHTLEFT),
def(WSDEBUG),
!def(FEAT_RIGHTLEFT),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(FEAT_FKMAP),
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
True,
def(FEAT_CLIPBOARD),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(LESSTIF_VERSION),
