def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(PROTO),
def(LESSTIF_VERSION),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
!def(NO_CONSOLE),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
!def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
def(FEAT_MBYTE),
def(__BORLANDC__),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(DEBUG),
