def(FEAT_JOB_CHANNEL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_BEVAL_GUI),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MAIN),
def(LESSTIF_VERSION),
def(__MINT__),
def(NBDEBUG),
def(WIN32),
True,
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(FEAT_RIGHTLEFT),
!def(FEAT_PROFILE),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(_WIN32),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(INET_SOCKETS),
def(DEBUG),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_FKMAP),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
