def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
True,
!def(RISCOS),
!def(PROTO),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
def(FEAT_FKMAP),
def(FEAT_MBYTE),
!def(FEAT_MBYTE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(PROTO),
!def(FEAT_RIGHTLEFT),
def(WSDEBUG_TRACE),
def(RISCOS),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
!def(NO_CONSOLE),
def(DEBUG),
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
