def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
def(PROTO),
def(__BORLANDC__),
def(MCH_WRITE_DUMP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(MAIN),
def(FEAT_TOOLBAR),
def(DEBUG),
!def(FEAT_GUI_GTK),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
