def(FEAT_JOB_CHANNEL),
def(__MINT__),
def(NBDEBUG),
!def(FEAT_PROFILE),
def(INET_SOCKETS),
def(MAIN),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
!def(INET_SOCKETS),
def(_WIN32),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
True,
def(FEAT_BEVAL),
def(DEBUG),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WIN32),
def(PROTO),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_PROFILE),
def(FEAT_SUN_WORKSHOP),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_W32),
