def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(_WIN32),
def(NBDEBUG),
!def(FEAT_GUI_W32),
True,
!def(NO_CONSOLE),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(WIN32),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MAIN),
def(FEAT_GUI_GTK),
def(DEBUG),
def(WSDEBUG_TRACE),
def(PROTO),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(WSDEBUG_SENSE),
