def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(MAIN),
def(JUMPLIST_ROTATE),
def(WIN32),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
True,
!def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TOOLBAR),
def(WSDEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(PROTO),
def(FEAT_GUI_W32),
def(FEAT_GUI),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
def(FEAT_GUI_GTK),
def(__MINT__),
def(DEBUG),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_W32),
