(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_PROFILE),
def(WSDEBUG_TRACE),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
def(JUMPLIST_ROTATE),
def(WIN32),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_W32),
def(FEAT_PROFILE),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(MAIN),
def(FEAT_GUI),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
True,
def(__MINT__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
