(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(DEBUG),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(INET_SOCKETS),
def(FEAT_BEVAL_GUI),
def(FEAT_JOB_CHANNEL),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
def(WIN32),
def(MAIN),
def(_WIN32),
!def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__MINT__),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
def(NBDEBUG),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(PROTO),
def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
