def(FEAT_JOB_CHANNEL),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(MAIN),
def(JUMPLIST_ROTATE),
def(__MINT__),
!def(FEAT_PROFILE),
def(NBDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
True,
def(INET_SOCKETS),
def(WIN32),
def(FEAT_PROFILE),
def(_WIN32),
def(LESSTIF_VERSION),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(PROTO),
