def(PROTO),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(FEAT_CLIPBOARD),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
True,
def(FEAT_RIGHTLEFT),
def(FEAT_SUN_WORKSHOP),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
!def(PROTO),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_FKMAP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(DEBUG),
def(WSDEBUG_SENSE),
!def(FEAT_EMACS_TAGS),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(FEAT_EMACS_TAGS),
def(FEAT_GUI),
def(NBDEBUG),
def(INET_SOCKETS),
