def(WSDEBUG_SENSE),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
!def(PROTO),
def(PROTO),
!def(NO_CONSOLE),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(DEBUG),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
True,
!def(FEAT_BEVAL),
def(INET_SOCKETS),
