def(FEAT_PROFILE),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_JOB_CHANNEL),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(NBDEBUG),
def(__MINT__),
!def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
def(MAIN),
def(FEAT_TERMRESPONSE),
def(_WIN32),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(LESSTIF_VERSION),
True,
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(PROTO),
def(FEAT_BEVAL_GUI),
