!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(WSDEBUG),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
True,
def(_WIN32),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(WIN32),
def(INET_SOCKETS),
!def(NO_CONSOLE),
def(MAIN),
def(DEBUG),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
