def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_MBYTE),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(DEBUG),
def(FEAT_GUI),
def(NBDEBUG),
def(WSDEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(_WIN32),
!def(INET_SOCKETS),
!def(FEAT_PROFILE),
True,
def(MAIN),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL_GUI),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_JOB_CHANNEL),
def(LESSTIF_VERSION),
def(__MINT__),
def(FEAT_GUI_W32),
def(WIN32),
def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_CLIPBOARD),
def(JUMPLIST_ROTATE),
def(PROTO),
def(WSDEBUG_TRACE),
