def(INET_SOCKETS),
!def(INET_SOCKETS),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_FKMAP),
def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
def(PROTO),
def(FEAT_RIGHTLEFT),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
True,
def(FEAT_TOOLBAR),
def(FEAT_MBYTE),
!def(FEAT_GUI_W32),
def(WSDEBUG),
!def(NO_CONSOLE),
!def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
!def(PROTO),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(FEAT_CLIPBOARD),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
