def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TOOLBAR),
True,
def(PROTO),
def(FEAT_JOB_CHANNEL),
def(FEAT_GUI),
def(FEAT_GUI_W32),
def(MAIN),
def(DEBUG),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(FEAT_PROFILE),
def(INET_SOCKETS),
!def(FEAT_PROFILE),
def(FEAT_BEVAL_GUI),
def(_WIN32),
def(LESSTIF_VERSION),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(WIN32),
def(NBDEBUG),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
