def(FEAT_JOB_CHANNEL),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_PROFILE),
def(_WIN32),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
True,
!def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(NBDEBUG),
def(DEBUG),
def(FEAT_BEVAL_GUI),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(MAIN),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(WIN32),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(__MINT__),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
