def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
True,
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
!def(PROTO),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(PROTO),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
def(DEBUG),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(INET_SOCKETS),
def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
def(FEAT_CLIPBOARD),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
