def(__MINT__),
!def(FEAT_GUI_GTK),
def(DEBUG),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(FEAT_GUI_W32),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(_WIN32),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(NBDEBUG),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(PROTO),
def(MAIN),
True,
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
