def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(MCH_WRITE_DUMP),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(DEBUG),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
!def(PROTO),
def(FEAT_GUI_W32),
def(__BORLANDC__),
def(INET_SOCKETS),
def(FEAT_GUI),
