def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(_WIN32),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(MAIN),
def(PROTO),
def(__MINT__),
True,
def(LESSTIF_VERSION),
def(FEAT_BEVAL_GUI),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_GTK),
def(WIN32),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_PROFILE),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(NBDEBUG),
def(WSDEBUG),
def(FEAT_JOB_CHANNEL),
def(FEAT_PROFILE),
def(DEBUG),
