def(__MINT__),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_TOOLBAR),
!def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(_WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_PROFILE),
True,
def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(WIN32),
def(JUMPLIST_ROTATE),
def(PROTO),
def(FEAT_GUI),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_JOB_CHANNEL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(INET_SOCKETS),
