def(__BORLANDC__),
!def(NO_CONSOLE),
True,
!def(PROTO),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
def(LESSTIF_VERSION),
def(NBDEBUG),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
