def(FEAT_FKMAP),
def(INET_SOCKETS),
def(WSDEBUG),
True,
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(_WIN32),
def(FEAT_MBYTE),
def(__MINT__),
!def(FEAT_PROFILE),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(FEAT_JOB_CHANNEL),
!def(UNIX),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_RIGHTLEFT),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(NBDEBUG),
def(FEAT_PROFILE),
def(UNIX),
def(PROTO),
def(JUMPLIST_ROTATE),
def(MAIN),
def(LESSTIF_VERSION),
def(FEAT_BEVAL_GUI),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_GUI_W32),
