!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(WIN32),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
def(FEAT_GUI_GTK),
def(PROTO),
def(LESSTIF_VERSION),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
True,
def(JUMPLIST_ROTATE),
def(NBDEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
def(WSDEBUG),
def(DEBUG),
def(FEAT_JOB_CHANNEL),
def(MAIN),
def(_WIN32),
def(__MINT__),
def(FEAT_GUI),
