def(JUMPLIST_ROTATE),
!def(PROTO),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_MBYTE),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(PROTO),
True,
def(WSDEBUG),
!def(INET_SOCKETS),
def(__BORLANDC__),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(FEAT_CLIPBOARD),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
