def(FEAT_GUI_W32),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
def(NBDEBUG),
!def(PROTO),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(DEBUG),
!def(NO_CONSOLE),
!def(FEAT_BEVAL),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
