!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(MAIN),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
True,
def(FEAT_JOB_CHANNEL),
def(PROTO),
def(INET_SOCKETS),
def(FEAT_BEVAL_GUI),
def(_WIN32),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(FEAT_PROFILE),
def(WIN32),
def(__MINT__),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(NBDEBUG),
!def(FEAT_GUI_W32),
!def(FEAT_PROFILE),
