def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
!def(PROTO),
True,
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(DEBUG),
def(NBDEBUG),
