def(NBDEBUG),
def(FEAT_GUI_GTK),
def(WSDEBUG),
def(__BORLANDC__),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(DEBUG),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
!def(PROTO),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
True,
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
