!def(EBCDIC),
def(FEAT_TOOLBAR),
!def(RISCOS),
(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
!def(FEAT_GUI_W32),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
def(FEAT_GUI_MOTIF),
!def(WIN64),
def(FEAT_CLIPBOARD),
True,
def(FEAT_GUI_GTK),
!def(FEAT_RIGHTLEFT),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI),
def(FEAT_FKMAP),
!def(FEAT_GUI_MOTIF),
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
!def(NO_CONSOLE),
def(FEAT_MBYTE),
def(WIN64),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(FEAT_GUI_W32),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
def(EBCDIC),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
!def(FEAT_BEVAL),
def(DEBUG),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
