!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(FEAT_FKMAP),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(FEAT_RIGHTLEFT),
!def(RISCOS),
!def(FEAT_MBYTE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_MBYTE),
!def(PROTO),
def(PROTO),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(__BORLANDC__),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(RISCOS),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(FEAT_GUI),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(WSDEBUG),
