def(FEAT_RIGHTLEFT),
def(FEAT_MBYTE),
def(PROTO),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(__BORLANDC__),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(FEAT_FKMAP),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
!def(PROTO),
def(FEAT_GUI),
def(FEAT_CLIPBOARD),
def(DEBUG),
True,
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(MCH_WRITE_DUMP),
def(WSDEBUG),
!def(FEAT_GUI_W32),
