def(FEAT_GUI),
def(_WIN32),
def(LESSTIF_VERSION),
def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_JOB_CHANNEL),
def(NBDEBUG),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
!def(FEAT_PROFILE),
!def(INET_SOCKETS),
def(PROTO),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL_GUI),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(MAIN),
def(INET_SOCKETS),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(DEBUG),
def(WSDEBUG),
def(__MINT__),
!def(FEAT_GUI_W32),
