def(FEAT_FKMAP),
def(PROTO),
def(FEAT_TERMRESPONSE),
!def(FEAT_MBYTE),
def(FEAT_RIGHTLEFT),
def(FEAT_SUN_WORKSHOP),
!def(PROTO),
!def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
def(JUMPLIST_ROTATE),
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(FEAT_GUI_W32),
!def(FEAT_EMACS_TAGS),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(NBDEBUG),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
def(DEBUG),
True,
def(FEAT_EMACS_TAGS),
def(WSDEBUG_SENSE),
