def(__BORLANDC__),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(FEAT_FKMAP),
def(FEAT_RIGHTLEFT),
def(MCH_WRITE_DUMP),
!def(PROTO),
def(PROTO),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(FEAT_MBYTE),
def(WSDEBUG),
def(FEAT_CLIPBOARD),
!def(FEAT_EMACS_TAGS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
True,
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(DEBUG),
def(LESSTIF_VERSION),
def(FEAT_EMACS_TAGS),
