def(FEAT_FKMAP),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
!def(NO_CONSOLE),
def(NBDEBUG),
True,
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(PROTO),
def(__BORLANDC__),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(FEAT_RIGHTLEFT),
def(FEAT_BEVAL),
!def(FEAT_BEVAL),
def(FEAT_GUI),
def(DEBUG),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
