def(FEAT_MBYTE),
def(FEAT_FKMAP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
!def(FEAT_RIGHTLEFT),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(PROTO),
def(FEAT_BEVAL),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(FEAT_CLIPBOARD),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(LESSTIF_VERSION),
!def(FEAT_BEVAL),
def(FEAT_RIGHTLEFT),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
True,
!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
