def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
True,
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
!def(PROTO),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(DEBUG),
def(NBDEBUG),
def(PROTO),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
