def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(PROTO),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
True,
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
!def(PROTO),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
