def(JUMPLIST_ROTATE),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(_WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_SUN_WORKSHOP),
def(MAIN),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TERMRESPONSE),
!def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(PROTO),
def(DEBUG),
def(FEAT_PROFILE),
def(NBDEBUG),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(FEAT_FLOAT),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(INET_SOCKETS),
True,
def(WSDEBUG_SENSE),
def(FEAT_FKMAP),
def(UNIX),
def(__MINT__),
def(FEAT_CLIPBOARD),
!def(UNIX),
def(WIN32),
def(FEAT_BEVAL_GUI),
