!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
!def(FEAT_PROFILE),
def(WIN32),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(INET_SOCKETS),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(MAIN),
def(NBDEBUG),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL_GUI),
def(FEAT_TOOLBAR),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG_TRACE),
def(_WIN32),
def(WSDEBUG),
def(__MINT__),
def(FEAT_JOB_CHANNEL),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
