(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
def(FEAT_GUI_GTK),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
def(FEAT_RIGHTLEFT),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
def(FEAT_TOOLBAR),
!def(EBCDIC),
def(NBDEBUG),
def(LESSTIF_VERSION),
!def(WIN64),
def(EBCDIC),
True,
def(FEAT_GUI),
!def(FEAT_RIGHTLEFT),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
def(FEAT_MBYTE),
def(FEAT_FKMAP),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
def(FEAT_TERMRESPONSE),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
def(FEAT_GUI_W32),
def(FEAT_GUI_MOTIF),
!def(FEAT_BEVAL),
def(FEAT_BEVAL),
def(DEBUG),
def(FEAT_CLIPBOARD),
!def(FEAT_GUI_MOTIF),
(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
!def(FEAT_GUI_W32),
!def(RISCOS),
def(WIN64),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
