def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(INET_SOCKETS),
def(_WIN32),
!def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(__MINT__),
def(NBDEBUG),
True,
def(JUMPLIST_ROTATE),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
def(DEBUG),
def(WSDEBUG_TRACE),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(WIN32),
def(FEAT_PROFILE),
def(WSDEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
