!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
True,
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
!def(PROTO),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
def(DEBUG),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
def(PROTO),
def(FEAT_GUI_W32),
