!def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(__BORLANDC__),
def(FEAT_FKMAP),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(PROTO),
!def(PROTO),
def(LESSTIF_VERSION),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
!def(FEAT_EMACS_TAGS),
def(JUMPLIST_ROTATE),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI_W32),
def(FEAT_GUI),
def(WSDEBUG),
def(FEAT_EMACS_TAGS),
def(FEAT_TOOLBAR),
True,
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(INET_SOCKETS),
