def(__BORLANDC__),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(FEAT_RIGHTLEFT),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(NBDEBUG),
def(FEAT_FKMAP),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
def(FEAT_MBYTE),
True,
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(FEAT_CLIPBOARD),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
!def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_W32),
!def(PROTO),
def(DEBUG),
def(FEAT_TOOLBAR),
def(PROTO),
