!def(EBCDIC),
def(WIN64),
def(FEAT_GUI_GTK),
def(DEBUG),
def(FEAT_BEVAL),
!def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
!def(RISCOS),
!def(FEAT_GUI_W32),
def(EBCDIC),
def(FEAT_GUI_W32),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
def(FEAT_GUI_MOTIF),
(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
True,
!def(WIN64),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
!def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
def(LESSTIF_VERSION),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
def(NBDEBUG),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
!def(NO_CONSOLE),
!def(FEAT_GUI_MOTIF),
