def(MAIN),
def(PROTO),
def(DEBUG),
!def(NO_CONSOLE),
def(WSDEBUG),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
def(FEAT_GUI_W32),
True,
def(WIN32),
def(FEAT_FKMAP),
def(NBDEBUG),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_RIGHTLEFT),
def(_WIN32),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
