!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_RIGHTLEFT),
def(__BORLANDC__),
!def(PROTO),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(FEAT_CLIPBOARD),
True,
!def(NO_CONSOLE),
def(FEAT_EMACS_TAGS),
def(NBDEBUG),
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
!def(FEAT_RIGHTLEFT),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_MBYTE),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_FKMAP),
def(DEBUG),
def(FEAT_MBYTE),
!def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
!def(FEAT_EMACS_TAGS),
