def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(FEAT_FKMAP),
def(RISCOS),
!def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
True,
def(EBCDIC),
def(MCH_WRITE_DUMP),
def(DEBUG),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
!def(EBCDIC),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__BORLANDC__),
!def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
def(WSDEBUG),
def(PROTO),
!def(RISCOS),
def(NBDEBUG),
