!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL_GUI),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
!def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(__MINT__),
def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(FEAT_JOB_CHANNEL),
def(FEAT_MBYTE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(MAIN),
def(FEAT_CLIPBOARD),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG_TRACE),
def(WIN32),
def(_WIN32),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
True,
def(PROTO),
def(FEAT_BEVAL),
