def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
True,
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(RISCOS),
!def(EBCDIC),
def(WSDEBUG),
!def(FEAT_MBYTE),
def(__BORLANDC__),
def(FEAT_FKMAP),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
def(EBCDIC),
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
!def(FEAT_BEVAL),
def(DEBUG),
def(NBDEBUG),
def(RISCOS),
def(PROTO),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
