def(FEAT_GUI_W32),
True,
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
def(DEBUG),
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
def(INET_SOCKETS),
!def(NO_CONSOLE),
def(WSDEBUG),
def(__BORLANDC__),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(NBDEBUG),
def(PROTO),
