def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(DEBUG),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
def(WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MAIN),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(_WIN32),
True,
def(FEAT_TOOLBAR),
def(PROTO),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
