def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(DEBUG),
def(NBDEBUG),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
True,
def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
!def(PROTO),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(FEAT_FKMAP),
def(MCH_WRITE_DUMP),
def(FEAT_RIGHTLEFT),
!def(FEAT_BEVAL),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
