def(FEAT_MBYTE),
!def(INET_SOCKETS),
def(DEBUG),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(NBDEBUG),
!def(FEAT_BEVAL),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
True,
!def(FEAT_GUI_GTK),
def(FEAT_FKMAP),
def(FEAT_RIGHTLEFT),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(PROTO),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
!def(NO_CONSOLE),
def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
