def(FEAT_GUI),
True,
def(WSDEBUG_SENSE),
def(NBDEBUG),
def(FEAT_BEVAL),
def(__MINT__),
def(_WIN32),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(FEAT_JOB_CHANNEL),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(WIN32),
def(LESSTIF_VERSION),
def(MAIN),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_PROFILE),
def(FEAT_TOOLBAR),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(PROTO),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
