def(__MINT__),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(FEAT_GUI_W32),
def(FEAT_BEVAL_GUI),
def(LESSTIF_VERSION),
!def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(_WIN32),
def(WSDEBUG),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(MAIN),
def(FEAT_JOB_CHANNEL),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_PROFILE),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
def(INET_SOCKETS),
def(PROTO),
def(WIN32),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
