def(MCH_WRITE_DUMP),
def(__BORLANDC__),
!def(FEAT_BEVAL),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(RISCOS),
def(FEAT_GUI),
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(DEBUG),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(FEAT_BEVAL),
True,
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
def(PROTO),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(RISCOS),
def(LESSTIF_VERSION),
!def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
