def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(_WIN32),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(LESSTIF_VERSION),
!def(FEAT_PROFILE),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(PROTO),
True,
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(__MINT__),
def(MAIN),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(INET_SOCKETS),
def(FEAT_PROFILE),
def(WIN32),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
